CountyFIPS,DataCategory,DataType,HUC,Organization,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
,SUMMARY,USE,14060006,,utwre,2007_ConsumptiveUse,14060006,Willow,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14060007,,utwre,2007_ConsumptiveUse,14060007,Price,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14060008,,utwre,2007_ConsumptiveUse,14060008,Lower Green,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14060009,,utwre,2007_ConsumptiveUse,14060009,San Rafael,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14060010,,utwre,2007_ConsumptiveUse,14060010,Lower Green-Diamond,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070001,,utwre,2007_ConsumptiveUse,14070001,Upper Lake Powell,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070002,,utwre,2007_ConsumptiveUse,14070002,Muddy,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070003,,utwre,2007_ConsumptiveUse,14070003,Fremont,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070004,,utwre,2007_ConsumptiveUse,14070004,Dirty Devil,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070005,,utwre,2007_ConsumptiveUse,14070005,Escalante,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070006,,utwre,2007_ConsumptiveUse,14070006,Lower Lake Powell,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14070007,,utwre,2007_ConsumptiveUse,14070007,Paria,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14080201,,utwre,2007_ConsumptiveUse,14080201,Lower San Juan-Four Corners,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14080202,,utwre,2007_ConsumptiveUse,14080202,McElmo,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14080203,,utwre,2007_ConsumptiveUse,14080203,Montezuma,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14080204,,utwre,2007_ConsumptiveUse,14080204,Chinle,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14080205,,utwre,2007_ConsumptiveUse,14080205,Lower San Juan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,15010003,,utwre,2007_ConsumptiveUse,15010003,Kanab,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,15010008,,utwre,2007_ConsumptiveUse,15010008,Upper Virgin,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,15010009,,utwre,2007_ConsumptiveUse,15010009,Fort Pearce Wash,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,15010010,,utwre,2007_ConsumptiveUse,15010010,Lower Virgin,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,15010013,,utwre,2007_ConsumptiveUse,15010013,Meadow Valley Wash,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010101,,utwre,2007_ConsumptiveUse,16010101,Upper Bear,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010102,,utwre,2007_ConsumptiveUse,16010102,Central Bear,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010201,,utwre,2007_ConsumptiveUse,16010201,Bear Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010202,,utwre,2007_ConsumptiveUse,16010202,Middle Bear,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010203,,utwre,2007_ConsumptiveUse,16010203,Little Bear-Logan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16010204,,utwre,2007_ConsumptiveUse,16010204,Lower Bear-Malad,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020101,,utwre,2007_ConsumptiveUse,16020101,Upper Weber,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020102,,utwre,2007_ConsumptiveUse,16020102,Lower Weber,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020201,,utwre,2007_ConsumptiveUse,16020201,Utah Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020202,,utwre,2007_ConsumptiveUse,16020202,Spanish Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020203,,utwre,2007_ConsumptiveUse,16020203,Provo,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020204,,utwre,2007_ConsumptiveUse,16020204,Jordan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020301,,utwre,2007_ConsumptiveUse,16020301,Hamlin-Snake Valleys,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020302,,utwre,2007_ConsumptiveUse,16020302,Pine Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020303,,utwre,2007_ConsumptiveUse,16020303,Tule Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020304,,utwre,2007_ConsumptiveUse,16020304,Rush-Tooele Valleys,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020305,,utwre,2007_ConsumptiveUse,16020305,Skull Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020306,,utwre,2007_ConsumptiveUse,16020306,Southern Great Salt Lake Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020307,,utwre,2007_ConsumptiveUse,16020307,"Pilot-Thousand Springs, Nevada, Utah",46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020308,,utwre,2007_ConsumptiveUse,16020308,Northern Great Salt Lake Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020309,,utwre,2007_ConsumptiveUse,16020309,Curlew Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16020310,,utwre,2007_ConsumptiveUse,16020310,Great Salt Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030001,,utwre,2007_ConsumptiveUse,16030001,Upper Sevier,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030002,,utwre,2007_ConsumptiveUse,16030002,East Fork Sevier,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030003,,utwre,2007_ConsumptiveUse,16030003,Middle Sevier,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030004,,utwre,2007_ConsumptiveUse,16030004,San Pitch,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030005,,utwre,2007_ConsumptiveUse,16030005,Lower Sevier,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030006,,utwre,2007_ConsumptiveUse,16030006,Escalante Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030007,,utwre,2007_ConsumptiveUse,16030007,Beaver Bottoms-Upper Beaver,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030008,,utwre,2007_ConsumptiveUse,16030008,Lower Beaver,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,16030009,,utwre,2007_ConsumptiveUse,16030009,Sevier Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,17040210,,utwre,2007_ConsumptiveUse,17040210,Raft,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,17040211,,utwre,2007_ConsumptiveUse,17040211,Goose,46,http://www.water.utah.gov/DWRE
49001,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49001,Beaver,46,http://www.water.utah.gov/DWRE
49003,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49003,Box Elder,46,http://www.water.utah.gov/DWRE
49005,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49005,Cache,46,http://www.water.utah.gov/DWRE
49007,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49007,Carbon,46,http://www.water.utah.gov/DWRE
49009,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49009,Daggett,46,http://www.water.utah.gov/DWRE
49011,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49011,Davis,46,http://www.water.utah.gov/DWRE
49013,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49013,Duchesne,46,http://www.water.utah.gov/DWRE
49015,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49015,Emery,46,http://www.water.utah.gov/DWRE
49017,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49017,Garfield,46,http://www.water.utah.gov/DWRE
49019,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49019,Grand,46,http://www.water.utah.gov/DWRE
49021,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49021,Iron,46,http://www.water.utah.gov/DWRE
49023,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49023,Juab,46,http://www.water.utah.gov/DWRE
49025,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49025,Kane,46,http://www.water.utah.gov/DWRE
49027,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49027,Millard,46,http://www.water.utah.gov/DWRE
49029,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49029,Morgan,46,http://www.water.utah.gov/DWRE
49031,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49031,Piute,46,http://www.water.utah.gov/DWRE
49033,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49033,Rich,46,http://www.water.utah.gov/DWRE
49035,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49035,Salt Lake,46,http://www.water.utah.gov/DWRE
49037,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49037,San Juan,46,http://www.water.utah.gov/DWRE
49039,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49039,SanPete,46,http://www.water.utah.gov/DWRE
49041,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49041,Sevier,46,http://www.water.utah.gov/DWRE
49043,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49043,Summit,46,http://www.water.utah.gov/DWRE
49045,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49045,Tooele,46,http://www.water.utah.gov/DWRE
49047,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49047,Uintah,46,http://www.water.utah.gov/DWRE
49049,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49049,Utah,46,http://www.water.utah.gov/DWRE
49051,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49051,Wasatch,46,http://www.water.utah.gov/DWRE
49053,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49053,Washington,46,http://www.water.utah.gov/DWRE
49055,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49055,Wayne,46,http://www.water.utah.gov/DWRE
49057,SUMMARY,USE,,,utwre,2007_ConsumptiveUse,49057,Weber,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-01-01,Grouse Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-01-02,Park Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-01-03,Curlew Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-02-01,North GSL Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-02-02,South GSL Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-02-03,Deep Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-03-01,Snake Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-03-02,Tule Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-04-00,Skull Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-05-01,Rush Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-05-02,Tooele Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-06-01,Great Salt Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-06-02,Antelope Island,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-07-01,Hansel Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,00-07-02,Promontory Point,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,000-01-01,Lynn,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,000-01-02,Yost,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,000-01-03,Clear Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,000-02-00,Goose Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-01-01,Bear Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-01-04,Cache Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-01-06,Tremonton,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-01-07,Brigham City,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-03-01,Evanston,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,01-03-02,Randolph,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-01,Oakley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-02,Kamas Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-03,Chalk Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-04,Echo,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-05,Lost Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-06,East Canyon,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-07,Morgan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-08,Ogden Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,02-01-09,East Shore,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-01,Salt Lake Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-02,City Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-03,Emigration Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-04,Parley's Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-05,Millcreek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-06,Big Cottonwood Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,03-01-07,Little Cottonwood Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-01,Salt Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-02,Nephi,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-03,Soldier Summit,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-04,Diamond Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-05,Hobble Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-06,Woodland,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-07,Provo River Reservoirs,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-08,Wallsburg,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-09,Vivian Park,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-10,Utah Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,04-01-11,Cedar Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-01-00,Gunnison,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-02-01,Levan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-02-02,Scipio,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-02-03,Fool Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-02-04,Delta,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-03-00,Sevier Bridge,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-04-01,Marysvale,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-04-02,Richfield,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-05-01,East Fork Sevier,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-05-02,Otter Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-06-01,Navajo Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-06-02,Panguitch,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-06-03,Piute,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-07-00,Fillmore,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,05-08-00,Sevier Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-01-01,Beaver,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-01-02,Milford,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-01-03,Cove Fort-Black Rock,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-01-04,Lower Beaver River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-02-01,Parowan,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-02-02,Cedar,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,06-03-01,Escalante Desert,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-01,Blacks Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-02,Smith Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-03,Henry's Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-04,Sheep Creek Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-05,Flaming Gorge Reservoir,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-06,Crouse Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-01-07,Vermillion/Yampa Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-02-01,Dry Fork,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-02-02,Big Brush Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-02-03,Vernal,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-01,Strawberry Reservoir,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-02,Strawberry River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-03,Fruitland,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-04,Starvation Reservoir,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-05,Upper Duchesne River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-06,West Fork Duchesne River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-07,Tabiona,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-08,Rock Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-09,Moon Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-10,Yellowstone River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-11,Uintah River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-12,Whiterocks River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-13,Roosevelt Duchesne,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-03-14,Ouray,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-04-01,Pelican Lake,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-04-02,Mini Maud,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-04-03,Willow Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-04-04,Range Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-04-05,Desolation Canyon,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,07-05-01,White River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-01-01,Scofield,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-01-02,Colton,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-01-03,Price River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-02-01,Huntington Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-02-02,Joes Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-02-03,Ferron Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-02-04,Castle Dale,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-02-05,San Rafael River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-01,Block Mountain,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-02,Ivie Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-03,Emery,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-04,Lower Muddy Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-05,Fremont River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-06,Rabbit Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-07,Torrey,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-03-08,Canyonlands,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-04-01,Boulder,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-04-02,Escalante River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-05-01,Upper Green River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,08-05-02,Lower Green River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-01,Colorado River/Cisco,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-02,Colorado River/Dead Horse,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-03,Colorado River/Castle Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-04,Moab,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-05,Cane Spring,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-01-06,Indian Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-02-01,Lasal,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-02-02,Lisbon Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-03-01,San Juan River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-03-02,Lake Powell,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-03-03,Blanding,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-03-04,Monticello,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-03-05,McElmo,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-04-00,Wahweep Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,09-05-00,Paria River,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-01,Long Valley,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-02,North Fork Virgin,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-03,Laverkin,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-04,Santa Clara,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-05,St. George,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-01-06,Beaver Dam Wash,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-02-01,Johnson Wash,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,,,utwre,2007_Diversion,10-02-02,Kanab Creek,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14010005,,utwre,2007_Diversion,14010005,Colorado Headwaters-Plateau,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14030001,,utwre,2007_Diversion,14030001,Westwater Canyon,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14030002,,utwre,2007_Diversion,14030002,Upper Dolores,46,http://www.water.utah.gov/DWRE
,SUMMARY,USE,14030004,,utwre,2007_Diversion,14030004,Lower Dolores,46,http://www.water.utah.gov/DWRE
